icd_code;diagnose_name;description
A52.8;Latente Spätsyphilis;Spätsyphilis
A52.9;Spätsyphilis, nicht näher bezeichnet;Spätsyphilis
A53.-;Sonstige und nicht näher bezeichnete Syphilis;Sonstige und nicht näher bezeichnete Syphilis
A53.0;Latente Syphilis, nicht als früh oder spät bezeichnet;Sonstige und nicht näher bezeichnete Syphilis
A53.9;Syphilis, nicht näher bezeichnet;Sonstige und nicht näher bezeichnete Syphilis
A54.-;Gonokokkeninfektion;Gonokokkeninfektion
A54.0;Gonokokkeninfektion des unteren Urogenitaltraktes ohne periurethralen Abszess oder Abszess der Glandulae urethrales;Gonokokkeninfektion
A54.1;Gonokokkeninfektion des unteren Urogenitaltraktes mit periurethralem Abszess oder Abszess der Glandulae urethrales;Gonokokkeninfektion
A54.2;Pelviperitonitis durch Gonokokken und Gonokokkeninfektionen sonstiger Urogenitalorgane;Gonokokkeninfektion
A54.3;Gonokokkeninfektion des Auges;Gonokokkeninfektion
A54.4;Gonokokkeninfektion des Muskel-Skelett-Systems;Gonokokkeninfektion
A54.5;Gonokokkenpharyngitis;Gonokokkeninfektion
A54.6;Gonokokkeninfektion des Anus und des Rektums;Gonokokkeninfektion
A54.8;Sonstige Gonokokkeninfektionen;Gonokokkeninfektion
A54.9;Gonokokkeninfektion, nicht näher bezeichnet;Gonokokkeninfektion
A55;Lymphogranuloma inguinale (venereum) durch Chlamydien;Lymphogranuloma inguinale (venereum) durch Chlamydien
A56.-;Sonstige durch Geschlechtsverkehr übertragene Chlamydienkrankheiten;Sonstige durch Geschlechtsverkehr übertragene Chlamydienkrankheiten
A56.0;Chlamydieninfektion des unteren Urogenitaltraktes;Sonstige durch Geschlechtsverkehr übertragene Chlamydienkrankheiten
A56.1;Chlamydieninfektion des Pelviperitoneums und sonstiger Urogenitalorgane;Sonstige durch Geschlechtsverkehr übertragene Chlamydienkrankheiten
A56.2;Chlamydieninfektion des Urogenitaltraktes, nicht näher bezeichnet;Sonstige durch Geschlechtsverkehr übertragene Chlamydienkrankheiten
A56.3;Chlamydieninfektion des Anus und des Rektums;Sonstige durch Geschlechtsverkehr übertragene Chlamydienkrankheiten
A56.4;Chlamydieninfektion des Pharynx;Sonstige durch Geschlechtsverkehr übertragene Chlamydienkrankheiten
A56.8;Durch Geschlechtsverkehr übertragene Chlamydieninfektion an sonstigen Lokalisationen;Sonstige durch Geschlechtsverkehr übertragene Chlamydienkrankheiten
A57;Ulcus molle (venereum);Ulcus molle (venereum)
A58;Granuloma venereum (inguinale);Granuloma venereum (inguinale)
A59.-;Trichomoniasis;Trichomoniasis
A59.0;Trichomoniasis urogenitalis;Trichomoniasis
A59.8;Sonstige Lokalisationen der Trichomoniasis;Trichomoniasis
A59.9;Trichomoniasis, nicht näher bezeichnet;Trichomoniasis
A60.-;Infektionen des Anogenitalbereiches durch Herpesviren [Herpes simplex];Infektionen des Anogenitalbereiches durch Herpesviren [Herpes simplex]
A60.0;Infektion der Genitalorgane und des Urogenitaltraktes durch Herpesviren;Infektionen des Anogenitalbereiches durch Herpesviren [Herpes simplex]
A60.1;Infektion der Perianalhaut und des Rektums durch Herpesviren;Infektionen des Anogenitalbereiches durch Herpesviren [Herpes simplex]
A60.9;Infektion des Anogenitalbereiches durch Herpesviren, nicht näher bezeichnet;Infektionen des Anogenitalbereiches durch Herpesviren [Herpes simplex]
A63.-;Sonstige vorwiegend durch Geschlechtsverkehr übertragene Krankheiten, anderenorts nicht klassifiziert;Sonstige vorwiegend durch Geschlechtsverkehr übertragene Krankheiten, anderenorts nicht klassifiziert
A63.0;Anogenitale (venerische) Warzen;Sonstige vorwiegend durch Geschlechtsverkehr übertragene Krankheiten, anderenorts nicht klassifiziert
A63.8;Sonstige näher bezeichnete, vorwiegend durch Geschlechtsverkehr übertragene Krankheiten;Sonstige vorwiegend durch Geschlechtsverkehr übertragene Krankheiten, anderenorts nicht klassifiziert
A64;Durch Geschlechtsverkehr übertragene Krankheiten, nicht näher bezeichnet;Durch Geschlechtsverkehr übertragene Krankheiten, nicht näher bezeichnet
A65;Nichtvenerische Syphilis;Nichtvenerische Syphilis
A66.-;Frambösie;Frambösie
A66.0;Primärläsion bei Frambösie;Frambösie
A66.1;Multiple Papillome und Krabbenframbösie;Frambösie
A66.2;Sonstige Hautläsionen im Frühstadium der Frambösie;Frambösie
A66.3;Hyperkeratose bei Frambösie;Frambösie
A66.4;Gummata und Ulzera bei Frambösie;Frambösie
A66.5;Gangosa;Frambösie
A66.6;Knochen- und Gelenkveränderungen bei Frambösie;Frambösie
A66.7;Sonstige Manifestationen bei Frambösie;Frambösie
A66.8;Latente Frambösie;Frambösie
A66.9;Frambösie, nicht näher bezeichnet;Frambösie
A67.-;Pinta [Carate];Pinta [Carate]
A67.0;Primärläsion bei Pinta;Pinta [Carate]
A67.1;Zwischenstadium der Pinta;Pinta [Carate]
A67.2;Spätstadium der Pinta;Pinta [Carate]
A67.3;Mischformen der Pinta;Pinta [Carate]
A67.9;Pinta, nicht näher bezeichnet;Pinta [Carate]
A68.-;Rückfallfieber;Rückfallfieber
A68.0;Durch Läuse übertragenes Rückfallfieber;Rückfallfieber
A68.1;Durch Zecken übertragenes Rückfallfieber;Rückfallfieber
A68.9;Rückfallfieber, nicht näher bezeichnet;Rückfallfieber
A69.-;Sonstige Spirochäteninfektionen;Sonstige Spirochäteninfektionen
A69.0;Nekrotisierend-ulzeröse Stomatitis;Sonstige Spirochäteninfektionen
A69.1;Sonstige Fusospirochätosen;Sonstige Spirochäteninfektionen
A69.2;Lyme-Krankheit;Sonstige Spirochäteninfektionen
A69.8;Sonstige näher bezeichnete Spirochäteninfektionen;Sonstige Spirochäteninfektionen
A69.9;Spirochäteninfektion, nicht näher bezeichnet;Sonstige Spirochäteninfektionen
A70;Infektionen durch Chlamydia psittaci;Infektionen durch Chlamydia psittaci
A71.-;Trachom;Trachom
A71.0;Initialstadium des Trachoms;Trachom
A71.1;Aktives Stadium des Trachoms;Trachom
A71.9;Trachom, nicht näher bezeichnet;Trachom
A74.-;Sonstige Krankheiten durch Chlamydien;Sonstige Krankheiten durch Chlamydien
A74.0;Chlamydienkonjunktivitis;Sonstige Krankheiten durch Chlamydien
A74.8;Sonstige Chlamydienkrankheiten;Sonstige Krankheiten durch Chlamydien
A74.9;Chlamydieninfektion, nicht näher bezeichnet;Sonstige Krankheiten durch Chlamydien
A75.-;Fleckfieber;Fleckfieber
A75.0;Epidemisches Fleckfieber durch Rickettsia prowazeki;Fleckfieber
A75.1;Fleckfieber-Spätrezidiv [Brill-Krankheit];Fleckfieber
A75.2;Fleckfieber durch Rickettsia typhi [Rickettsia mooseri];Fleckfieber
A75.3;Fleckfieber durch Rickettsia tsutsugamushi [Rickettsia orientalis];Fleckfieber
A75.9;Fleckfieber, nicht näher bezeichnet;Fleckfieber
A77.-;Zeckenbissfieber [Rickettsiosen, durch Zecken übertragen];Zeckenbissfieber [Rickettsiosen, durch Zecken übertragen]
A77.0;Zeckenbissfieber durch Rickettsia rickettsii;Zeckenbissfieber [Rickettsiosen, durch Zecken übertragen]
A77.1;Zeckenbissfieber durch Rickettsia conori;Zeckenbissfieber [Rickettsiosen, durch Zecken übertragen]
A77.2;Zeckenbissfieber durch Rickettsia sibirica;Zeckenbissfieber [Rickettsiosen, durch Zecken übertragen]
A77.3;Zeckenbissfieber durch Rickettsia australis;Zeckenbissfieber [Rickettsiosen, durch Zecken übertragen]
A77.8;Sonstige Zeckenbissfieber;Zeckenbissfieber [Rickettsiosen, durch Zecken übertragen]
A77.9;Zeckenbissfieber, nicht näher bezeichnet;Zeckenbissfieber [Rickettsiosen, durch Zecken übertragen]
A78;Q-Fieber;Q-Fieber
A79.-;Sonstige Rickettsiosen;Sonstige Rickettsiosen
A79.0;Wolhynisches Fieber;Sonstige Rickettsiosen
A79.1;Rickettsienpocken durch Rickettsia akari;Sonstige Rickettsiosen
A79.8;Sonstige näher bezeichnete Rickettsiosen;Sonstige Rickettsiosen
A79.9;Rickettsiose, nicht näher bezeichnet;Sonstige Rickettsiosen
A80.-;Akute Poliomyelitis [Spinale Kinderlähmung];Akute Poliomyelitis [Spinale Kinderlähmung]
A80.0;Akute paralytische Poliomyelitis durch Impfvirus;Akute Poliomyelitis [Spinale Kinderlähmung]
A80.1;Akute paralytische Poliomyelitis durch importiertes Wildvirus;Akute Poliomyelitis [Spinale Kinderlähmung]
A80.2;Akute paralytische Poliomyelitis durch einheimisches Wildvirus;Akute Poliomyelitis [Spinale Kinderlähmung]
A80.3;Sonstige und nicht näher bezeichnete akute paralytische Poliomyelitis;Akute Poliomyelitis [Spinale Kinderlähmung]
A80.4;Akute nichtparalytische Poliomyelitis;Akute Poliomyelitis [Spinale Kinderlähmung]
A80.9;Akute Poliomyelitis, nicht näher bezeichnet;Akute Poliomyelitis [Spinale Kinderlähmung]
A81.-;Atypische Virusinfektionen des Zentralnervensystems;Atypische Virusinfektionen des Zentralnervensystems
A81.0;Creutzfeldt-Jakob-Krankheit;Atypische Virusinfektionen des Zentralnervensystems
A81.1;Subakute sklerosierende Panenzephalitis;Atypische Virusinfektionen des Zentralnervensystems
A81.2;Progressive multifokale Leukenzephalopathie;Atypische Virusinfektionen des Zentralnervensystems
A81.8;Sonstige atypische Virusinfektionen des Zentralnervensystems;Atypische Virusinfektionen des Zentralnervensystems
A81.9;Atypische Virusinfektion des Zentralnervensystems, nicht näher bezeichnet;Atypische Virusinfektionen des Zentralnervensystems
A82.-;Tollwut [Rabies];Tollwut [Rabies]
A82.0;Wildtier-Tollwut;Tollwut [Rabies]
A82.1;Haustier-Tollwut;Tollwut [Rabies]
A82.9;Tollwut, nicht näher bezeichnet;Tollwut [Rabies]
A83.-;Virusenzephalitis, durch Moskitos [Stechmücken] übertragen;Virusenzephalitis, durch Moskitos [Stechmücken] übertragen
A83.0;Japanische Enzephalitis;Virusenzephalitis, durch Moskitos [Stechmücken] übertragen
A83.1;Westliche Pferdeenzephalitis [Western-Equine-Encephalitis];Virusenzephalitis, durch Moskitos [Stechmücken] übertragen
A83.2;Östliche Pferdeenzephalitis [Eastern-Equine-Encephalitis];Virusenzephalitis, durch Moskitos [Stechmücken] übertragen
A83.3;St.-Louis-Enzephalitis;Virusenzephalitis, durch Moskitos [Stechmücken] übertragen
A83.4;Australische Enzephalitis;Virusenzephalitis, durch Moskitos [Stechmücken] übertragen
A83.5;Kalifornische Enzephalitis;Virusenzephalitis, durch Moskitos [Stechmücken] übertragen
A83.6;Rocio-Virusenzephalitis;Virusenzephalitis, durch Moskitos [Stechmücken] übertragen
A83.8;Sonstige Virusenzephalitis, durch Moskitos übertragen;Virusenzephalitis, durch Moskitos [Stechmücken] übertragen
A83.9;Virusenzephalitis, durch Moskitos übertragen, nicht näher bezeichnet;Virusenzephalitis, durch Moskitos [Stechmücken] übertragen
A84.-;Virusenzephalitis, durch Zecken übertragen;Virusenzephalitis, durch Zecken übertragen
A84.0;Fernöstliche Enzephalitis, durch Zecken übertragen [Russische Frühsommer-Enzephalitis];Virusenzephalitis, durch Zecken übertragen
A84.1;Mitteleuropäische Enzephalitis, durch Zecken übertragen;Virusenzephalitis, durch Zecken übertragen
A84.8;Sonstige Virusenzephalitis, durch Zecken übertragen;Virusenzephalitis, durch Zecken übertragen
A84.9;Virusenzephalitis, durch Zecken übertragen, nicht näher bezeichnet;Virusenzephalitis, durch Zecken übertragen
A85.-;Sonstige Virusenzephalitis, anderenorts nicht klassifiziert;Sonstige Virusenzephalitis, anderenorts nicht klassifiziert
A85.0;Enzephalitis durch Enteroviren;Sonstige Virusenzephalitis, anderenorts nicht klassifiziert
A85.1;Enzephalitis durch Adenoviren;Sonstige Virusenzephalitis, anderenorts nicht klassifiziert
A85.2;Virusenzephalitis, durch Arthropoden übertragen, nicht näher bezeichnet;Sonstige Virusenzephalitis, anderenorts nicht klassifiziert
A85.8;Sonstige näher bezeichnete Virusenzephalitis;Sonstige Virusenzephalitis, anderenorts nicht klassifiziert
A86;Virusenzephalitis, nicht näher bezeichnet;Virusenzephalitis, nicht näher bezeichnet
A87.-;Virusmeningitis;Virusmeningitis
A87.0;Meningitis durch Enteroviren;Virusmeningitis
A87.1;Meningitis durch Adenoviren;Virusmeningitis
A87.2;Lymphozytäre Choriomeningitis;Virusmeningitis
A87.8;Sonstige Virusmeningitis;Virusmeningitis
A87.9;Virusmeningitis, nicht näher bezeichnet;Virusmeningitis
A88.-;Sonstige Virusinfektionen des Zentralnervensystems, anderenorts nicht klassifiziert;Sonstige Virusinfektionen des Zentralnervensystems, anderenorts nicht klassifiziert
A88.0;Fieber und Exanthem durch Enteroviren [Boston-Exanthem];Sonstige Virusinfektionen des Zentralnervensystems, anderenorts nicht klassifiziert
A88.1;Epidemischer Schwindel;Sonstige Virusinfektionen des Zentralnervensystems, anderenorts nicht klassifiziert
A88.8;Sonstige näher bezeichnete Virusinfektionen des Zentralnervensystems;Sonstige Virusinfektionen des Zentralnervensystems, anderenorts nicht klassifiziert
A89;Virusinfektion des Zentralnervensystems, nicht näher bezeichnet;Virusinfektion des Zentralnervensystems, nicht näher bezeichnet
A92.-;Sonstige durch Moskitos [Stechmücken] übertragene Viruskrankheiten;Sonstige durch Moskitos [Stechmücken] übertragene Viruskrankheiten
A92.0;Chikungunya-Viruskrankheit;Sonstige durch Moskitos [Stechmücken] übertragene Viruskrankheiten
A92.1;O'Nyong-nyong-Fieber;Sonstige durch Moskitos [Stechmücken] übertragene Viruskrankheiten
A92.2;Venezolanisches Pferdefieber;Sonstige durch Moskitos [Stechmücken] übertragene Viruskrankheiten
A92.3;West-Nil-Virusinfektion;Sonstige durch Moskitos [Stechmücken] übertragene Viruskrankheiten
A92.4;Rifttalfieber;Sonstige durch Moskitos [Stechmücken] übertragene Viruskrankheiten
A92.5;Zika-Viruskrankheit;Sonstige durch Moskitos [Stechmücken] übertragene Viruskrankheiten
A92.8;Sonstige näher bezeichnete, durch Moskitos übertragene Viruskrankheiten;Sonstige durch Moskitos [Stechmücken] übertragene Viruskrankheiten
A92.9;Durch Moskitos übertragene Viruskrankheit, nicht näher bezeichnet;Sonstige durch Moskitos [Stechmücken] übertragene Viruskrankheiten
A93.-;Sonstige durch Arthropoden übertragene Viruskrankheiten, anderenorts nicht klassifiziert;Sonstige durch Arthropoden übertragene Viruskrankheiten, anderenorts nicht klassifiziert
A93.0;Oropouche-Viruskrankheit;Sonstige durch Arthropoden übertragene Viruskrankheiten, anderenorts nicht klassifiziert
A93.1;Pappataci-Fieber;Sonstige durch Arthropoden übertragene Viruskrankheiten, anderenorts nicht klassifiziert
A93.2;Colorado-Zeckenfieber;Sonstige durch Arthropoden übertragene Viruskrankheiten, anderenorts nicht klassifiziert
A93.8;Sonstige näher bezeichnete, durch Arthropoden übertragene Viruskrankheiten;Sonstige durch Arthropoden übertragene Viruskrankheiten, anderenorts nicht klassifiziert
A94;Durch Arthropoden übertragene Viruskrankheit, nicht näher bezeichnet;Durch Arthropoden übertragene Viruskrankheit, nicht näher bezeichnet
A95.-;Gelbfieber;Gelbfieber
A95.0;Buschgelbfieber;Gelbfieber
A95.1;Urbanes Gelbfieber;Gelbfieber
A95.9;Gelbfieber, nicht näher bezeichnet;Gelbfieber
A96.-;Hämorrhagisches Fieber durch Arenaviren;Hämorrhagisches Fieber durch Arenaviren
A96.0;Hämorrhagisches Fieber durch Junin-Viren;Hämorrhagisches Fieber durch Arenaviren
A96.1;Hämorrhagisches Fieber durch Machupo-Viren;Hämorrhagisches Fieber durch Arenaviren
A96.2;Lassa-Fieber;Hämorrhagisches Fieber durch Arenaviren
A96.8;Sonstiges hämorrhagisches Fieber durch Arenaviren;Hämorrhagisches Fieber durch Arenaviren
A96.9;Hämorrhagisches Fieber durch Arenaviren, nicht näher bezeichnet;Hämorrhagisches Fieber durch Arenaviren
A97.-;Dengue;Dengue
A97.0;Dengue ohne Warnzeichen;Dengue
A97.1;Dengue mit Warnzeichen;Dengue
A97.2;Schweres Dengue;Dengue
A97.9;Dengue, nicht näher bezeichnet;Dengue
A98.-;Sonstige hämorrhagische Viruskrankheiten, anderenorts nicht klassifiziert;Sonstige hämorrhagische Viruskrankheiten, anderenorts nicht klassifiziert
A98.0;Hämorrhagisches Krim-Kongo-Fieber;Sonstige hämorrhagische Viruskrankheiten, anderenorts nicht klassifiziert
A98.1;Hämorrhagisches Omsk-Fieber;Sonstige hämorrhagische Viruskrankheiten, anderenorts nicht klassifiziert
A98.2;Kyasanur-Wald-Krankheit;Sonstige hämorrhagische Viruskrankheiten, anderenorts nicht klassifiziert
A98.3;Marburg-Viruskrankheit;Sonstige hämorrhagische Viruskrankheiten, anderenorts nicht klassifiziert
A98.4;Ebola-Viruskrankheit;Sonstige hämorrhagische Viruskrankheiten, anderenorts nicht klassifiziert
A98.5;Hämorrhagisches Fieber mit renalem Syndrom;Sonstige hämorrhagische Viruskrankheiten, anderenorts nicht klassifiziert
A98.8;Sonstige näher bezeichnete hämorrhagische Viruskrankheiten;Sonstige hämorrhagische Viruskrankheiten, anderenorts nicht klassifiziert
A99;Nicht näher bezeichnete hämorrhagische Viruskrankheit;Nicht näher bezeichnete hämorrhagische Viruskrankheit
B00.-;Infektionen durch Herpesviren [Herpes simplex];Infektionen durch Herpesviren [Herpes simplex]
B00.0;Ekzema herpeticatum Kaposi;Infektionen durch Herpesviren [Herpes simplex]
B00.1;Dermatitis vesicularis durch Herpesviren;Infektionen durch Herpesviren [Herpes simplex]
B00.2;Gingivostomatitis herpetica und Pharyngotonsillitis herpetica;Infektionen durch Herpesviren [Herpes simplex]
B00.3;Meningitis durch Herpesviren;Infektionen durch Herpesviren [Herpes simplex]
B00.4;Enzephalitis durch Herpesviren;Infektionen durch Herpesviren [Herpes simplex]
B00.5;Augenkrankheit durch Herpesviren;Infektionen durch Herpesviren [Herpes simplex]
B00.7-;Disseminierte Herpesvirus-Krankheit;Infektionen durch Herpesviren [Herpes simplex]
B00.70;Sepsis durch Herpesviren;Infektionen durch Herpesviren [Herpes simplex]
B00.78;Sonstige disseminierte Herpesvirus-Krankheit;Infektionen durch Herpesviren [Herpes simplex]
B00.8;Sonstige Infektionsformen durch Herpesviren;Infektionen durch Herpesviren [Herpes simplex]
B00.9;Infektion durch Herpesviren, nicht näher bezeichnet;Infektionen durch Herpesviren [Herpes simplex]
B01.-;Varizellen [Windpocken];Varizellen [Windpocken]
B01.0;Varizellen-Meningitis;Varizellen [Windpocken]
B01.1;Varizellen-Enzephalitis;Varizellen [Windpocken]
B01.2;Varizellen-Pneumonie;Varizellen [Windpocken]
B01.8;Varizellen mit sonstigen Komplikationen;Varizellen [Windpocken]
B01.9;Varizellen ohne Komplikation;Varizellen [Windpocken]
B02.-;Zoster [Herpes zoster];Zoster [Herpes zoster]
B02.0;Zoster-Enzephalitis;Zoster [Herpes zoster]
B02.1;Zoster-Meningitis;Zoster [Herpes zoster]
B02.2;Zoster mit Beteiligung anderer Abschnitte des Nervensystems;Zoster [Herpes zoster]
